,smiles
2632,O=C1Nc2ccccc2C12CCC(c1nc3c(Cl)cccc3o1)N2
2633,O=C(Nc1cccc2ncccc12)c1ncoc1C1CCCO1
2634,O=C(COc1cccc2cccnc12)Nc1ccc(-c2nc3ccccc3o2)cc1
2635,O=C(CCn1c(=O)oc2ccccc21)Nc1ccc2c(c1)CCC2
2636,COc1c(Cl)cccc1NC(=O)c1coc(-c2ccccc2)n1
2637,CC(=O)Nc1ccc(NC(C)Cn2c(=O)oc3ccccc32)cc1
2638,COc1ccc(NC(=O)CCn2c(=O)oc3ccccc32)cc1Cl
2639,O=C(NCCn1c(=O)oc2ccccc21)c1ccccn1
2640,CCc1ccccc1CNC(=O)c1coc(NC(=O)c2ccco2)n1
2641,Cc1nc2ccc(NC(=O)c3ccccc3OC(F)F)cc2o1
2642,Cc1nc2cc(NCc3nc4c(F)cccc4[nH]3)ccc2o1
2643,O=c1oc2ccccc2n1Cc1cc(F)cc(F)c1
2644,NC(=O)c1ccc(NC(=O)Cn2c(=O)oc3ccccc32)cc1Cl
2645,CC(=O)Nc1cccc(-c2cnc(Nc3ccccc3)o2)c1
2646,O=C(CCl)NC(c1ccc(Br)cc1)c1ccc(Cl)c(Cl)c1
2647,O=C(NC1CC1)C(NCc1ccc(Cl)cc1Cl)c1ccccc1
2648,O=C(NCC(c1cnc(C(F)(F)F)nc1)N1CCOCC1)c1c(Cl)cccc1Cl
2649,CC(C)CCNC(=O)[C@@H](CC(C)C)Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cc1
2650,CC1Cc2c(nnn2-c2c(Cl)ccc(Cl)c2F)CN1C(=O)c1cccc(C(F)(F)F)c1Cl
2651,Oc1nc(CSc2ccccc2Cl)nc2c1Cc1cccc(Cl)c1OC2
2652,O=C(CSc1ccc(Cl)c(Cl)c1)NC1CCOC(c2ccccc2)C1
2653,CC(Oc1ccc(Cl)cc1)C(=O)Nc1cc(C(=O)N(C)C)ccc1Cl
2654,O=C1CCCN1CCNc1nc(Cl)nc(NCc2cccc(Cl)c2)n1
2655,O=C(c1ccc(Cl)c(Cl)c1)N(Cc1cccc2cccnc12)C1CC1
2656,[O-][S+](c1ccc([C@@H]2CNCC[C@H]2c2ccc(Cl)c(Cl)c2)cc1)c1ccc(Cl)nn1
2657,O=C(Nc1cc(Cl)cc(Cl)c1)N1CCn2cncc2C1COc1ccccc1
2658,OCCNCc1cnc(-c2ccc(Cl)c(C(F)(F)F)c2)c(-c2ccc(Cl)cc2Cl)n1
2659,CN(C)C(=O)CC(=O)Nc1nc(-c2ccc(Cl)cc2)c(Cc2ccc(Cl)cc2)s1
2660,O=C(NCc1ccc(Cl)cc1)c1cn(Cc2ccc(Cl)cc2)nn1
2661,COc1ccc(CNC(=O)c2ccccc2Sc2ccc3c(C=Cc4ccccn4)n[nH]c3c2)cc1
2662,C/C=C/Cn1cc(-c2ccc(C(=O)N3CCOCC3)c(C)c2)c2cc(Cc3ccccc3)[nH]c2c1=O
2663,CNCCCn1c(SCCCN(c2ccccc2)C2CCCCC2)nc2c1c(=O)[nH]c(=O)n2C
2664,Cc1cc(N2CCNCC2)cc2nc(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)[nH]c12
2665,COCCNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4[nH]3)c3ccccc23)n1
2666,C[C@H]1CN(C(=O)c2cc3cc(Nc4nccc5c4cnn5-c4cccc(CCF)c4)ccc3[nH]2)C(C)(C)CN1
2667,CNCCCc1c[nH]c2ccc(CC(NC(=O)CN(C)C)c3nc(-c4cccc(C(F)(F)F)c4)c[nH]3)cc12
2668,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O
2669,CC1(C)CC(=O)N(Cc2ccccc2F)c2ccc(C(=O)NCCc3c[nH]c(=S)[nH]c3=O)cc21
2670,NCC1CCC(C(=O)NC(Cc2ccc(Cl)cc2)c2cc(-c3ccc4[nH]ncc4c3)ccn2)CC1
2671,O=C(N[C@@H]1CN[C@@H](c2ccccc2)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1
2672,CSc1cccc(-c2ccnc(Nc3ccc4[nH]c(NC(=O)CN5CCCC5)nc4c3)n2)c1
2673,CN(C)CCCNC(=O)c1cc2c(=O)n(CCCN(C)C)c3cc(-c4ccc(C(C)(C)C)cc4)ccc3c2[nH]1
2674,CCCn1c(=O)c2[nH]c(-c3ccc(Cl)cc3Cn3cc(-c4cccnc4)nn3)cc2n(CCC)c1=O
2675,CCn1c(=O)[nH]/c(=N\c2ccc(Oc3ccc(C(=O)NCC4(C)CC4)nn3)cc2)n(Cc2ccc(Cl)cc2)c1=O
2676,Cn1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(-n5ccccc5=O)cc4)ncc23)cn1
2677,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C)cc4Cl)cc3)cc2n(CCC)c1=O
2678,Cc1cccc(-c2[nH]c(CNc3cccc(C(=O)NCc4ccccn4)c3)nc2-c2ccc3ncnn3c2)c1
2679,Cc1cc(-c2c(OCC[C@@H]3CCCCN3)c3cc(C(=O)Nc4ccncn4)c(Cl)cc3[nH]c2=O)ccc1F
2680,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(CC(=O)N(C)C)cc3)c2cn1)c1ccccc1
2681,CN(Cc1ccccc1)C(=O)c1ccccc1Nc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
2682,FC(F)c1n[nH]c2ccc(-c3cnc(N[C@H]4CNCC[C@H]4OCc4ccccc4)cn3)cc12
2683,CN(C)CCNCc1cc2c(-c3ccc(OCc4ccccn4)cc3)c[nH]c(=O)c2[nH]1
2684,CN(C)CCNC(=O)c1ccc(CN(C)Cc2ccccc2)c2c(=O)c3ccccc3[nH]c12.Cl
2685,CCC(c1ccccc1)N1C(=O)c2ccccc2C1(O)c1ccc2[nH]c(NC(=O)OC)nc2c1
2686,COc1cccc(F)c1CN1C[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CC[C@H]1C(=O)N(C)C(C)C
2687,CCCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)nc3)cc2n(CCCC)c1=O
2688,COc1ccc2[nH]c(SCc3ccc(CNc4ccc(C(=O)NCc5ccco5)cc4)cc3)nc2c1
2689,CCNC(=O)c1ccc(Oc2ccc(-c3nc4[nH]c(O[C@@H]5COC6(CCCC6)C5)nc4cc3Cl)cc2)cc1
2690,Cc1c(CSc2ncn[nH]2)cccc1NC(=O)c1ccc(Nc2nc3ccccc3n2-c2ccccn2)cc1
2691,CCc1nnc(-c2cnc3[nH]cc(-c4ccc(C(=O)NCCN(CC)CC)cc4)c3c2)s1
2692,COCCCn1c(=O)c(NC(=O)c2ccccc2OC)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21
2693,CN(C)CNC(=O)c1ccc(C=C2C(=O)Nc3ccc(-c4cnc5c(c4)OCCN5)cc32)[nH]1
2694,Cc1[nH]c2ccccc2c1-c1nc(Nc2cccc(C(=O)N3CCN(C(=O)C(C)C)CC3)c2)c2cc(Cl)ccc2n1
2695,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(F)ccc2[nH]1
2696,CCn1cc(-c2ccnc3[nH]c(-c4ccc(CN5CCNCC5)cc4)cc23)cc(NC(=O)c2cccc(C#N)c2)c1=O
2697,CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCC(n3cccc(F)c3=O)CC2)c2ccccc12
2698,CC(C)Oc1cccc(-c2n[nH]c([C@@H]3CCCCN3C(=O)COc3ccccc3)n2)c1
2699,COc1cc(N2CC[C@H](Oc3ccc(C4CC4)cc3)C2=O)ccc1OCCN1CCCCC1
2700,Cc1c(Oc2ccccc2Cl)ncnc1N1CCC2(CCN(C(=O)OC(C)(C)C)C2)CC1
2701,CCOC(=O)N1C2CCC1CC(OC(=O)N(Cc1cccc(OC)c1)c1ccccc1)C2
2702,CCN(CC)C(=O)COc1c(OC)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2.[Cl-]
2703,COc1c(-c2ccc(N(C)C)cc2)oc2cccc(OCC3CCCCC3)c2c1=O
2704,CCOc1ccc2cc(C3CC(=O)N(c4ccc5c(c4)OCO5)C3)c(Cl)nc2c1
2705,COc1ccc2c(c1OC)C(c1ccccc1)N(C(=O)C1CCC(=O)N1)CC2
2706,CCOc1ccccc1OCCCN1CCN(Cc2ccc3c(c2)OCO3)CC1
2707,COc1ccc(C(C)NC2CCCN(CCCc3ccccc3)C2=O)cc1OC
2708,COc1ccc(CC2CCN(c3ccc([C@H]4COc5cccnc5O4)cc3)CC2)cc1
2709,COc1cc(-c2nc(C)c3c(n2)CCN(Cc2ccccc2)CC3)ccc1OC(F)F
2710,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Cc3ccc(F)cc3)cc1)CC2
2711,CC(=O)N[C@H](C)c1ccc(OC2CCN(c3ncnc(N(C)C(C)(C)C)c3Cl)C2)cc1
2712,CCNC(=O)C(C)c1ccc(OC2CCN(c3ccc(OCC4CC4)nc3)C2)cc1
2713,CC(C)Oc1ccc(-c2nnc3n2-c2ccc(CO)cc2C(=O)N2CCC[C@@H]32)cc1
2714,CNCc1cc(C(=O)N2CCCNCC2)ccc1Oc1cccc(Cl)c1C
2715,Oc1noc([C@@H]2CCCN2CC2CCOCC2)c1CCOc1cccc2ccccc12
2716,COc1cc2c(C)nccc2cc1NS(=O)(=O)N1CCCC(O)(c2ccccc2)CC1
2717,CCCOc1ccc2c(c1)O[C@@H](CNC(=O)c1ccc3c(c1)OCCO3)CN2CCC
2718,CC(=O)N[C@@H](C)c1ccc(OC2CN(c3cccc(N4CCCC4)n3)C2)cc1
2719,COCCn1ccc2c(OCCC3CCCCN3C(=O)OC(C)(C)C)cccc2c1=O
2720,O=C(CC1COCCO1)N[C@H]1CC[C@H](Oc2ccnc3c(Cl)cccc23)CC1
2721,CO[C@H]1CC[C@H](NC(=O)c2cc(-n3cccc3)ccc2OCC(C)(C)Oc2nonc2C)CC1
2722,CCOc1cc(O[C@@H](C)c2ccc(F)cc2)c2c(c1)OC(C)(C)c1cnn(CC(=O)N(C)C)c1-2
2723,CN1Cc2cc(Oc3cc(F)cc(-c4ccc(C(=O)NCCCC5CCCO5)cc4)c3)ccc2C1=O
2724,CNC(=O)C(NC(=O)c1cc2c(c(-c3ccc4c(c3)OCO4)c1)OCO2)C(C)(C)C
2725,CCOc1cc(OCC)cc(C(=O)N[C@H]2CC[C@H](Cn3ccc(-c4ccccc4)n3)CC2)c1
2726,CC1(C)OC(=O)N([C@H]2CC[C@H](c3cn(CCC#N)c4ncccc43)CC2)[C@H]1c1ccccc1
2727,CC(Nc1nccc(N2C(=O)OC[C@@H]2[C@H](C)O)n1)c1ccc(OC(F)(F)F)cc1F
2728,O=C1OCCN1c1cccc(Nc2ccnc(Nc3ccc(N4CCCC4CO)cc3)n2)c1
2729,CC(=O)NC[C@@H]1OC(=O)N2c3ccc(-c4ccc(C)cc4)cc3OC[C@@H]12
2730,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@@H](C)O)n1)c1ccc(CN2CCC2)cc1
2731,CC(Nc1nccc(N2C(=O)OC[C@@H]2C(C)C)n1)c1ccc(-c2cncc(C(F)(F)F)c2)cn1
2732,Cc1ccc(C[C@H](NC(=O)CCN2CCC(N3C(=O)OCc4ccccc43)CC2)B(O)O)cn1
2733,O=C(NCc1cccc(OC(F)(F)F)c1)[C@@H]1COC(=O)N1Cc1ccn(Cc2ccccc2)n1
2734,O=C(NCC1CN(c2ccc(N3CCNCC3)c(F)c2)C(=O)O1)N1CCCCC1
2735,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@H](C)O)n1)c1ccc(C2(CF)COC2)cc1F
2736,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3C(C)C)n2)no1
2737,O=C1OCCN1CCN1CCC(Cc2ccccc2)CC1
2738,CC(=O)NC[C@H]1CN(c2ccc([C@H]3[C@@H]4CNC[C@@H]43)c(F)c2)C(=O)O1
2739,C[C@@H](C(=O)NC[C@H]1COC(=O)N1c1cccc(F)n1)c1ccc(-c2ccccc2)c(F)c1
2740,CC(=O)NC[C@H]1CN(c2ccc(OCCOC(=O)N(C)CC#N)c(Br)c2)C(=O)O1
2741,C[C@@H](C(=O)N[C@H](c1ncc(-c2ccc(Oc3ccccc3)cc2)[nH]1)C1CCOCC1)N1CCOC1=O
2742,O=C(NCC1CN(c2ccc(N3CCOCC3)cc2)C(=O)O1)c1ccc(Cl)cc1
2743,CC1(C)OC(=O)N(CC=Cc2ccccc2CNC(=O)C2CCC2)C1c1ccccc1
2744,COc1cc(NC(=O)Cn2ncc3c([nH]c4ccccc43)c2=O)cc(OC)c1OC
2745,COc1cc2c(cc1NC(=O)C1CCC1)[nH]c1cnccc12
2746,Cc1nc(C)c(CCNC(=O)c2ccc3c(c2)OCCO3)c(=O)[nH]1
2747,Cc1ccc(-c2nc3c(cnn3-c3ccc4c(c3)OCO4)c(=O)[nH]2)cc1
2748,COc1ccc(NC(=O)NCCCc2n[nH]c(C)n2)cc1OC
2749,O=C(COC1CCNC1)Nc1ccc2[nH]nc(-c3cccc(F)c3F)c2c1
2750,COc1ccc(CN[C@@H](C)Cn2c(=O)[nH]c(=O)c3ccccc32)cc1
2751,CCc1cc2c(C(CC)n3cc(OC)c(=O)[nH]c3=O)c(OC)nc(OC)n2n1
2752,COc1cc(/C=C/C(=O)NCc2nc3ccccc3[nH]2)cc(OC)c1OC
2753,COc1n[nH]c2cc(NC(=O)N[C@H](c3ccccc3)C(C)(C)O)nc(CO)c12
2754,CCN(Cc1ccc(OC)c(F)c1)C(=O)c1cc(=O)[nH]c2ccc(C)cc12
2755,O=C(Nc1cccc(-c2cnn[nH]2)c1)C1COc2ccccc2O1
2756,COc1ccc(CCNC(=O)c2cc(-c3cccnc3)[nH]n2)cc1
2757,COc1ccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)c(OC)c1OC
2758,COc1ccc2[nH]c(C(=O)Nc3cc(F)ccc3OC)cc2c1
2759,COc1cc2ncc3[nH]c(=O)n(-c4cncc(F)c4)c3c2cc1OC
2760,COc1cc(C(=O)NCCc2ccccc2F)ccc1-c1cn[nH]c1
2761,COc1ccc(CCNC(=O)CCc2c(C)nc3c(=O)[nH]nc(C)n23)cc1OC
2762,CCn1c(-c2cc(NC(=O)C3CC3)[nH]n2)cc2cccc(OC)c21
2763,CCOC(=O)Nc1cc(CNc2nn(C3(C(F)(F)F)COC3)c3cccc(F)c23)ccn1
2764,CC1(C)CC(Nc2nc(Nc3ccnc(F)c3)nc(-c3cccc(C(F)(F)F)n3)n2)CC(C)(C)N1
2765,Cn1cc(NC(=O)c2cnn3ccc(N4CCNCC4)nc23)c(C(F)(F)F)n1
2766,CCNc1nc(Nc2cn([C@H]3C[C@@H]3C(=O)Nc3nccs3)nc2C)ncc1C(F)(F)F
2767,OCC(O)Cc1ccc(Nc2cc(C(F)(F)F)nc(NC3CC3)n2)cc1
2768,Cc1ccc(C(C)(O)C(F)(F)F)cc1-c1cnc2c(N)nc(C(=O)NC3CCC3)cn12
2769,COc1nc(N2CCN[C@H](C)C2)cc(-n2nc(C(N)=O)c3c2C(C(F)(F)F)CC(C)(C)C3)n1
2770,CC(C)n1cc(C(=O)NC[C@H]2CCN(c3nnc(C4(C(F)(F)F)CC4)s3)C2)cn1
2771,CC(C)c1cc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)[nH]n1
2772,NC1CCC(Nc2nc(Nc3ccccc3OC(F)(F)F)nc3cn[nH]c(=O)c23)CC1
2773,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)s2)c1=O
2774,O=C(c1nccc2ccc(Nc3n[nH]c4ncc(F)cc34)cc12)N1CC(F)(F)C1
2775,CCOc1nnc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)cnc2C)cc1N1CCOCC1
2776,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(C(F)F)n2)n1)C1CC1
2777,NCC1(N)CCN(c2cnc3c(N4CCCc5c4cccc5C(F)(F)F)n[nH]c3n2)CC1
2778,COc1ncccc1CNC(=O)CC1C(=O)NCCN1C(=O)C1CCCC1
2779,CN(C)C(=O)N1CCN(CC(=O)N2CCCCCC2)CC1
2780,COc1cccc(CN2CCN3CCN(C(=O)CO)CC3C2)c1OC.Cl
2781,CCCCC1CCC(NC(=O)N2CCN(c3cnccn3)CC2)CC1
2782,CC(CN1CCNC(=O)C1CC(=O)NC1CCCC(C)C1C)c1ccccc1
2783,CC(=O)N1CCN(C(=O)CSc2nncn2C2CC2)CC1
2784,O=C1CN(Cc2ccccc2CN2CCCC2)CCN1
2785,O=C(CCC1CCCO1)N1CCN(c2ccc(Cl)cn2)CC1
2786,O=C1CN(Cc2nc3c(c(NC4CC4)n2)COCC3)CCN1
2787,O=C(CN1CCN(C(=O)c2ccoc2)CC1)N1CCCC1
2788,Cc1cnnc(N2CCN(C(=O)C3CCC3)CC2)c1
2789,COc1ccc(C2C(=O)N(C3CCCC3)CC(=O)N2C2CCCC2)cc1OC
2790,Cc1cc(C(=O)N2CCN(C(=O)CC3CC4CCC3C4)CC2)[nH]n1
2791,O=C(C1CCCN1C(=O)c1cc(F)cc(F)c1)N1CCN(C2CCC2)CC1
2792,CC(C)CCC(=O)N1CCN(c2cccc3c2CCO3)CC1
2793,CC(CC(=O)NCCCN1CCN(C)CC1)C(C)(C)C
2794,COc1cccc(OCC(=O)NCc2ccccc2F)c1
2795,CCN(CC(=O)Nc1cccc(OC)c1)C(=O)c1cccnc1OCC(F)F
2796,COc1ccc(NC(=O)c2cc(OC)c(OC)cc2C)cc1
2797,COc1cc(C(=O)Nc2cccc(CNC(=O)c3cc(Cl)ccc3OC)c2)on1
2798,COc1cc(NC(=O)c2ccc(N3CCNC3=O)cc2)cc(OC)c1OC
2799,COc1ccc(C(C(=O)NCC2CCCO2)N(C(=O)CCO)c2cccc(OC)c2)cc1
2800,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)cc1
2801,COc1ccc(C(=O)NC2(C)Cc3ccccc3C2)cc1OC
2802,COc1cc(C)c(C(=O)Nc2cccc(SC)c2)cc1OC
2803,CCN(CC)C(=O)c1ccccc1NC(=O)c1cccc(OC)c1OC
2804,COc1cc(C(=O)Nc2ccc(-c3nnc(C)o3)cc2)cc(OC)c1C
2805,COc1ccc(CNC(=O)c2cccc(Cl)c2F)cc1OC
2806,COc1c(N(C)C(=O)c2ccc(OCCCN(C)C)cc2)c(=O)c1=O
2807,COc1ccc(NC(=O)Nc2cc(C)ccc2OC)cc1
2808,COc1ccc(C(NC(C)=O)NC(=O)C(C)Oc2ccc(F)cc2)cc1
2809,COc1cc(OC)cc(C(=O)Nc2ccc(C)c(OC)c2)c1
2810,CCOc1ccccc1NC(=O)c1ccc(OCC(=O)N(C)C)cc1
2811,COc1cc(Br)c(NC(=O)NCc2ccccc2)cc1OC
2812,COc1cc2c(cc1OC)CN(C(=O)Nc1cccc(F)c1F)CC2
2813,COc1ccc(NC(=O)COn2oc(=O)c3ccccc32)cc1
2814,COc1ccc(NC(=O)COc2cc(C)cc(C)c2)cc1
2815,COc1ccc(-c2csc(NC(=O)Nc3ccc(Cl)cc3)n2)cc1OC
2816,CCCOc1c(NC(=O)Nc2ccc(Oc3ccnnc3)cc2)c(=O)c1=O
2817,Cc1cc(Br)cc2c(=O)cc(-c3ccccn3)oc12
2818,O=c1ccccn1-c1ncnc2ccccc12
2819,O=C1Cc2cc(-c3ccncc3)ccc2N1
2820,O=c1c2cccnc2sn1-c1ccc(Br)cc1
2821,O=c1c2cc3ccccc3nc2nnn1-c1cccc(Cl)c1
2822,C=CC[n+]1cccc(COc2ccc3ccc(=O)oc3c2)c1
2823,Cc1cccc2sn(-c3ccccc3)c(=O)c12
2824,OCc1cn(-c2ccccc2)nc1-c1ccncc1Cl
2825,Cc1onc(-c2ccccc2)c1C#Cc1cccc(F)c1
2826,Cc1cccc(-c2oc3ccccc3c(=O)c2C)c1
2827,[O-][n+]1cccnc1-c1cccc(F)c1
2828,CC(C)n1nnc(CO)c1-c1ccc(F)cc1
2829,OCCc1cn(-c2ccccc2)nc1-c1ccncc1
2830,CC(C)c1ccc(-c2coc3ncc(F)cc3c2=O)cc1
2831,O=c1c2ccccc2nnn1CNc1ccccc1
2832,O=c1cc(-c2ccc(F)c(F)c2)oc2ccccc12
2833,Cc1ccccc1-c1cc(O)nn1-c1ccccc1
2834,COc1c(-c2ccccc2)cnn(C)c1=O
2835,O=c1cc(-c2ccnc3ccccc23)oc2ccccc12
2836,O=c1c(-c2ccc(F)cc2)coc2ccc(F)cc12
2837,CCOc1ccc2cnn(-c3ccc(F)cc3)c(=O)c2c1
2838,CNc1nc(-c2ccc(N3CCN(C)CC3)nc2)cs1
2839,Cc1cc(N2CCN(c3cnccn3)CC2)n2ncnc2n1
2840,COc1ccc(N2CCN(Cc3ccc(N)nc3)CC2)cc1
2841,CCOc1cc(Br)cnc1N1CCN(C)CC1
2842,Cc1cc(Cl)ccc1OCCc1cccc(-c2ccc(N3CCNCC3)nn2)c1
2843,CNc1ncc(-c2cccc(/C=C/CN3CCN(C)CC3)c2)c(NCC2CCCCC2)n1
2844,CN1CCN(c2ccc(-c3ccc(CO[C@H]4CO[C@@H](Cn5ccnn5)C4)cc3)cc2)CC1
2845,CCCCC#Cc1cncnc1Oc1ccc(N2CCNCC2)c(C)c1
2846,CN1CCCC1CN1CCN(c2cccc(-c3ccccc3)c2)CC1
2847,CCc1cccnc1N1CCN(c2ccc(C)c(C)c2)CC1
2848,CCN1CCN(c2ncc(-c3nc(-c4ccc(C)cc4)no3)nc2Cl)CC1
2849,C[C@H](NC(=O)Cc1cn(Cc2cccnc2)c2ccc(Br)cc12)c1cccc(Br)c1
2850,COc1cccc(CNC(=O)c2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)c1
2851,O=C(Cc1ccc(Cl)cc1)Nc1cc(-c2ncnc3[nH]c(C4COC4)cc23)ccc1F
2852,O=C(NCCOc1cccc2ccccc12)c1cc(N2CCC(O)CC2)ccc1Cl
2853,Cn1ncc2cc(-c3ccc(C(=O)Nc4cccc(CO)n4)c(Cl)c3)ccc21
2854,O=C(CCCN1C(=O)c2cccnc2Oc2ccccc21)Nc1ccc(Cl)cc1
2855,COc1ccc(NC(=O)CCCCn2c(=O)c(C)nc3ccccc32)cc1Cl
2856,COc1cccc(-c2nc3ccc(Cl)cn3c2NP2(=O)Oc3cccc(c3)C2O)c1
2857,O=C(CCc1ccc(Cl)cc1)Nc1ccc2c(c1)CCN2C(=O)c1ccc(Cl)cc1
2858,Cc1nn2cc(NC(=O)c3ccc(Br)cc3Cl)cnc2c1-c1ccccc1
2859,O=C(Nc1sc(-c2ccc(Cl)cc2)nc1-c1ccccc1)c1cccnc1
2860,C[C@H](Nc1ccnc2ncnn12)[C@@H](Cc1ccc2ccccc2c1)c1ncc(Cl)cc1F
2861,O=C(COc1nc2ccccc2c(=O)n1-c1ccccc1Cl)Nc1ccc(-c2ccccc2Cl)cc1
2862,O=C(Cc1noc(-c2cccc3ccc(=O)[nH]c23)n1)NCc1ccc(Cl)c(Cl)c1
2863,O=C(Nc1ccc(CCNCC(O)c2cccnc2)cc1)c1ccc(F)c(Cl)c1
2864,C=CC(=O)Nc1cccc(C[C@H]2CNc3cc(-c4ccnc(Nc5ccnn5C)n4)cc4nnc2n34)c1
2865,Cc1cc(C(N)=O)ccc1Nc1nccc(-c2c(-c3ccc(F)cc3)nc3cc(CN4CC[C@@H](N(C)C)C4)ccn23)n1
2866,CC1CC(F)(F)CCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1
2867,Cn1cc(-c2cccc(-c3ncc(-c4cnn(C)c4)c(NC[C@H]4C[C@](C)(CO)C4)n3)c2)cn1
2868,CCn1cnc2nc(NC3CC3)nc(N[C@@H](C)c3ncccc3-c3ccc(CN4CCC(F)(F)C4)cc3)c21
2869,Cc1ncsc1Cc1cc([C@H]2C[C@H](NC(=O)c3cnn4cccnc34)C2)nc(N2CCCC2)n1
2870,CCOc1cc(C(=O)NCC2CCNCC2)nc2c1c(OCc1ccccn1)nn2-c1ccccc1
2871,Cc1cc(Nc2ncc3c(n2)n(C2CCCC2)c(=O)c(=O)n3CC2CC2)c(=O)n(C(C)C)c1
2872,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1
2873,Cc1nc(NC(C)c2nc3cccc(C)c3c(=O)n2-c2ccccc2C)cc(-c2ccnc(NCCCO)n2)n1
2874,CCNCCNc1cc(C)nc2c(-c3cnc(OCc4ccccc4F)cc3C)c(C)nn12
2875,COc1cc2nc(-c3ccc(F)cc3)c(N3CCC(C(=O)NCCCn4ccnc4)CC3)nc2cc1OC
2876,COc1ccc2c(c1C)C(=O)NCc1nn(C)c(-c3cncc(-c4cc(F)ccc4-c4noc(C)n4)c3)c1-2
2877,Cc1cc(C)cc(NC(=O)c2nc3c(N4CCC(O)(c5ccccn5)CC4)ccnn3c2O)c1
2878,Cc1nccc2c1ccn2-c1ccc(F)c(Nc2ccc(C(=O)N3CCC(CO)CC3)cn2)c1
2879,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)C(=O)Oc1cccc2cccnc12
2880,Cc1c(C(=O)N2c3ccc(Cl)cc3C(C)(C)C(CO)C2C)cnn1-c1nc2ccccn2n1
2881,CNc1cc2c(cn1)c(-c1cnn(C[C@H](O)CO)c1)nn2C1CCC(Oc2ccccc2)CC1
2882,CC(C)c1cccc(C(=O)N[C@H]2CC[C@@H](Nc3ncc4ccc(=O)n(C(C)C)c4n3)CC2)n1
2883,CCc1c(-c2ccnc(Nc3ccnn3C)n2)c2ccc(C)nc2n1CC(=O)NCC1(C)CCOCC1
2884,CC(C)c1cc(-c2cccc(C(=O)NC3CC3)c2)c2nc3ccc(-c4cnn(C)c4)cc3c(=O)n2c1
2885,CC(=O)N1CCc2c(c(-c3cccc4cc(-c5cnn(C)c5)ncc34)nn2[C@H]2CCOC2)C1
2886,CCc1c(Nc2cc(-n3nc(COC4CCOCC4)c4ccccc43)ncn2)nn(C)c1-c1ccc(F)cc1
2887,CNc1cc(-c2cn([C@H]3CCOC[C@H]3OC)c3ncccc23)nc2c(C(=O)N[C@H]3CC[C@H]3O)cnn12
2888,Cc1cc(CN2C[C@@H](N)[C@H](c3ccncc3NC(=O)c3cccc(-c4ccn(C)n4)n3)C2)no1
2889,Cc1ccc2c(c1)NC(=O)Nc1cc(-c3cccn(Cc4ccccn4)c3=O)c(cn1)OCCCCO2
2890,COc1ccc(-c2c(-c3cc(C)c(=O)n(C)c3)[nH]c3ccc(N4CCC(N(C)C)C4)nc23)cc1
2891,Cc1nnc(-c2ccc(-c3cnn4ccc(N5C(=O)N(C6CCOCC6)C[C@@H]5C(C)C)nc34)cc2)o1
2892,CN(C)C(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4F)nc(C#Cc4ccccn4)nc31)[C@H](O)[C@@H]2O
